source	segment	word	start	duration	intensity	cog	sdev	skew	kurt	
Liu-Jaeger-2018_0.wav	SH	AMBITION	0.7997367286585103	0.16886743601205279	70.26443922170094	4366.017326753203	980.6843488081123	1.4153857505434861	2.0483833665975073
Liu-Jaeger-2018_0.wav	SH	BENEFICIAL	4.388589349718382	0.16759745593913244	67.8163262891777	4650.459256738716	948.7241748390987	1.1652383505846358	0.826778818342436
Liu-Jaeger-2018_0.wav	SH	BROCHURE	5.888663796520939	0.2198973321558837	68.63780544603107	4876.946915095367	1605.2529823052616	0.24461647122701968	-1.3658090009354336
Liu-Jaeger-2018_0.wav	SH	COMMERCIAL	9.496240634920635	0.1560441920536313	66.96040703617699	4027.9033351015637	1322.4197738891608	0.9988928298107013	-0.013930097004128061
Liu-Jaeger-2018_0.wav	SH	CRUCIAL	12.712651147507836	0.18137687047902062	67.6681476528594	4221.562275733956	1465.6235788873882	0.9325848803576196	0.11271602323020957
Liu-Jaeger-2018_0.wav	SH	EFFICIENT	17.858968812483944	0.15371877191311256	70.41850453457646	4763.7807201347005	1069.5290522055573	0.7559760847593006	-0.12006571610246342
Liu-Jaeger-2018_0.wav	SH	FLOURISHING	24.811008155130516	0.1980609072770605	66.93960133276347	4456.513489736998	995.4780192901349	1.2741516562236592	1.1120614230017312
Liu-Jaeger-2018_0.wav	SH	GLACIER	26.51279756579041	0.1878969938762758	66.20232174956028	4792.523530099463	1225.1019344990414	0.6578986980745078	-0.5431162971276691
Liu-Jaeger-2018_0.wav	SH	GRADUATION	28.437349845921275	0.16620422153904357	67.07648783887142	4400.854268470662	1068.3215548477563	1.133973048406871	1.818339049603697
Liu-Jaeger-2018_0.wav	SH	IMPATIENT	31.763673635307782	0.13862992379702277	68.82995310049597	4621.230715027581	1028.7234984086729	1.0552305814839351	0.7663655320656719
Liu-Jaeger-2018_0.wav	SH	INITIAL	33.23798813376483	0.1661131734247121	69.94668827621182	4270.9515493853805	1066.0604710218738	1.3359283365802979	1.3398838566147466
Liu-Jaeger-2018_0.wav	SH	MACHINERY	38.12170302343159	0.1779664561745946	71.03174806751468	4819.952926254006	1098.7996370779954	0.837097613013575	0.23541828235846207
Liu-Jaeger-2018_0.wav	SH	NEGOTIATE	41.75057397340304	0.1851105137251423	69.49575989510573	4442.198984381371	1118.1874188522074	1.3501343059772488	1.2882980382745037
Liu-Jaeger-2018_0.wav	SH	OFFICIAL	45.38707660486985	0.15844992859469187	69.13727881779421	4321.144054118906	964.9356980927197	1.5177908541766034	2.1664244675358937
Liu-Jaeger-2018_0.wav	SH	PARACHUTE	47.06226540998078	0.18556023097263363	65.86429652364144	4140.697085394182	943.92456684715	1.571452340120934	2.5222652852904606
Liu-Jaeger-2018_0.wav	SH	PEDIATRICIAN	51.00812711170372	0.171331992868339	67.9237101049566	4428.666999919255	998.7841634697676	0.9434129799963032	0.4757390935434733
Liu-Jaeger-2018_0.wav	SH	PUBLISHER	57.75191016919588	0.16124817424485371	67.26923408728346	4343.195764707446	1027.5789252024629	1.1951471474513666	0.8324443470293041
Liu-Jaeger-2018_0.wav	SH	REASSURE	59.25751133786848	0.22173932483791958	68.31140127025469	4571.700022336703	1323.4962105800894	0.7536642978029062	-0.5876995201075799
Liu-Jaeger-2018_0.wav	SH	REFRESHING	63.04574474907808	0.1721253513430412	68.1829469866161	4356.563583970737	859.0142340641504	1.6212472486472322	3.61786918704799
Liu-Jaeger-2018_0.wav	SH	VACATION	68.27993559460822	0.1630989965867684	68.74178577793967	4439.357282537817	943.9317100864508	1.0721764225390902	1.2111697272243358
source	segment	word	start	duration	intensity	cog	sdev	skew	kurt	
Liu-Jaeger-2018_50.wav	SH	AMBITION	0.8402109034437664	0.14025460759270203	60.891955170565694	5523.730214096297	1393.6302140309667	-0.16579400116346543	-1.260489814774294
Liu-Jaeger-2018_50.wav	SH	BENEFICIAL	4.398632873196449	0.16294759555355132	58.86215993462932	5277.026986646221	1335.9914698969797	0.40736322751755366	-1.1743223291752256
Liu-Jaeger-2018_50.wav	SH	BROCHURE	5.886517822265625	0.20884787366227897	61.938626610194376	5418.516341479638	1365.7973786103978	-0.1496071735781334	-0.00037611524219993697
Liu-Jaeger-2018_50.wav	SH	COMMERCIAL	9.638411140809826	0.16480760919017357	64.39455131968255	4739.082710553361	1462.2256125757713	0.4566509591981692	-0.831535019639503
Liu-Jaeger-2018_50.wav	SH	CRUCIAL	12.841324690366973	0.18497023319030603	62.54060583231132	5240.002965355729	1240.0277080251733	0.33796858073425506	-0.7062052384295261
Liu-Jaeger-2018_50.wav	SH	EFFICIENT	18.151395558624376	0.14732258119431307	63.57704778565104	5980.785620296085	1165.5578930119682	-0.7107518146315239	0.20701796631803804
Liu-Jaeger-2018_50.wav	SH	FLOURISHING	25.1325	0.16999999999999815	61.357180123544566	5654.484384271399	1222.5522287949489	-0.4241283119799918	-0.35336364959668387
Liu-Jaeger-2018_50.wav	SH	GLACIER	26.817217642022563	0.20030586894922564	64.13433971288151	5566.362093501872	1436.6698011255478	-0.0770403104894822	-1.1843922075963564
Liu-Jaeger-2018_50.wav	SH	GRADUATION	28.770932545731707	0.17328909778681378	61.967851853468595	5017.092954122194	1508.7428893023175	0.34608720248045133	-1.2216916734289525
Liu-Jaeger-2018_50.wav	SH	IMPATIENT	32.48952712458746	0.13243521045652784	65.0338459307161	6064.953146139623	1397.0494535761195	-0.42231202605083573	-0.939479589722505
