file,study,word,fricative,shift_percent,fricative_voicing,fricative_place,fricative_sibilance,sound_preceeding,sound_following,cue_raw_maxpf,cue_raw_dur_f,cue_raw_dur_v,cue_raw_rms_f,cue_raw_rms_v,cue_raw_F3ampF,cue_raw_F3ampV,cue_raw_F5ampF,cue_raw_F5ampV,cue_raw_lowF,cue_raw_F0,cue_raw_F1,cue_raw_F2,cue_raw_F3,cue_raw_F4,cue_raw_F5,cue_raw_M1,cue_raw_M2,cue_raw_M3,cue_raw_M4,cue_raw_M1trans,cue_raw_M2trans, cue_raw_M3trans,cue_raw_M4trans,cue_raw_W1M1,cue_raw_W1M2,cue_raw_W1M3,cue_raw_W1M4, cue_raw_W2M1,cue_raw_W2M2,cue_raw_W2M3,cue_raw_W2M4, cue_raw_W3M1,cue_raw_W3M2,cue_raw_W3M3,cue_raw_W3M4, cue_raw_W4M1,cue_raw_W4M2,cue_raw_W4M3,cue_raw_W4M4
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,ambition,sh,0,voiceless,post-alveolar,sibilant,N/A,N/A,3359.1796875,107.02246695206696,257.8130338893576,0.04399512686018939,0.05858741090799073,25.213681441527203,13.647345349407809,21.320401923788943,2.8512329258401286,16.420334445159494,178.7080585217174,492.08246219475143,1804.9737768217224,2811.306221187427,2904.1502637863628,4662.857887802319,3665.2902931160056,1127.7887865820594,1.8462494822155526,7.400850212520407,748.9368421255275,1102.9232745157342,2.910167350564346,9.330145017791823,3523.442048281167,1112.3168770261186,1.429588965534267,8.2913284765793,3807.1385379508442,1143.2606961380004,2.262909998896838,6.510371948461513,3652.7471858404506,1101.1692861977742,1.7684670904662914,7.41348710585142,748.9368421255275,1102.9232745157342,2.910167350564346,9.330145017791823,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,beneficial,f,0,voiceless,labiodental,non-sibilant,N/A,N/A,172.265625,82.76386192771668,54.59872484683892,0.007046986885852221,0.08418454354175604,-18.542136341262417,24.633077020226818,4.705431425882921,12.895464421815317,17.107487473704506,199.2173017246861,541.1656553300493,1835.9243309136382,2724.059658359273,3811.2980171587046,5258.550180192729,1293.3810603274885,2722.38037943729,2.3754440373758143,4.317292549675814,554.5372299271448,496.9861733373717,6.960852284917832,83.17041222694665,1134.88983322536,2570.103271128128,2.63036594364173,5.584513395919979,1451.872287429617,2874.657487746452,2.1205221311098983,3.05007170343165,1125.1476261220357,2457.6405201350713,2.643676181019365,5.84503302147689,554.5372299271448,496.9861733373717,6.960852284917832,83.17041222694665,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,beneficial,sh,0,voiceless,post-alveolar,sibilant,N/A,N/A,3337.646484375,108.9183665833886,193.1620661084974,0.050604301544676905,0.0741028712494473,13.846422832127072,23.060707828323675,14.636839387811925,0.48092827673996086,18.33534912260411,175.1936263560299,544.6436698455013,1410.4002612425238,2726.8160228681104,3261.947069120011,4441.45283503724,3427.9270378585807,962.3164345722748,2.3460985023729433,17.602824340002243,723.4261453560554,934.6380124449486,3.9317265658398273,21.182314326533596,3360.2390987664494,1077.901962555001,0.5103654558915328,9.508682009702607,3495.6149769507115,846.7309065895485,4.181831548854354,25.696966670301883,3465.506117827121,881.5588127068119,3.2527780331762255,22.590070710652046,723.4261453560554,934.6380124449486,3.9317265658398273,21.182314326533596,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,brochure,sh,0,voiceless,post-alveolar,sibilant,N/A,N/A,2347.119140625,178.52252262355785,338.5026194385823,0.0277410185180979,0.07065935825451493,28.629481283802814,13.394381084835503,16.555173005348067,5.115039356701626,12.833268629174654,232.72166376366437,453.5257568056634,1393.3628267371303,2278.5157358133292,3146.2729874390893,5028.5786469320665,3176.5691453908976,1700.8972463802197,1.4554098423591522,2.4583216817596565,487.7577379251678,594.262648117402,7.798655255131427,83.67778973802086,2961.0246056782826,1960.358692981399,1.0564040399672217,1.491985926308467,3392.113685103513,1441.4357997790405,1.8544156447510824,3.424657437210846,3291.1196438104903,1446.662704657342,1.9243511500429045,3.8759109002955325,487.7577379251678,594.262648117402,7.798655255131427,83.67778973802086,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,brushing,sh,0,voiceless,post-alveolar,sibilant,N/A,N/A,3531.4453125,106.96256269945081,280.64355901090823,0.023021538039643897,0.047092678486073014,22.24799015263576,14.351595802086676,17.527738226369603,-5.796783129015428,13.107741256938457,169.14268141746524,502.3320141047571,1836.4859851710692,2431.469780580008,2994.9216452023456,4729.094457157499,3312.1215507550014,1518.302827855923,1.3114696755662556,3.214284073373453,787.8467843364876,1020.1497116735761,3.266727400705694,15.076952065444175,3018.3133967625035,1550.3032913902905,1.242371381046738,3.462418376897001,3605.9297047474993,1486.3023643215554,1.3805679700857734,2.9661497698499044,3473.0886880661938,1485.7119438474083,1.425993393977982,3.1964456747006773,787.8467843364876,1020.1497116735761,3.266727400705694,15.076952065444175,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,commercial,sh,0,voiceless,post-alveolar,sibilant,N/A,N/A,3186.9140625,101.85050640194504,265.50144051179103,0.03176115335327929,0.06907872302105712,24.36978197888376,24.122282328471197,-11.466705960228742,-15.41237164460406,16.981829512931338,172.9972968745464,553.5419773964138,1426.6724711019122,2485.1287862573467,3139.151491231723,4616.316024292291,3160.3781448449195,1536.1017971532185,1.7817279703467421,4.423667661310905,659.6986635779992,773.1389128881253,5.071059816044925,38.42667377085504,2808.666737229992,1538.4422473783898,1.5221353381183313,4.678143739563106,3512.089552459847,1533.7613469280473,2.041320602575153,4.169191583058703,3388.8989416472655,1523.7057555883664,1.9058203644190996,4.560394757480465,659.6986635779992,773.1389128881253,5.071059816044925,38.42667377085504,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,crucial,sh,0,voiceless,post-alveolar,sibilant,N/A,N/A,2390.185546875,112.34351256123887,226.17992270283338,0.022705269205983876,0.06413097702619114,25.418923986422683,19.15655342229134,10.999597057849748,-11.499210649901084,17.025418597069272,176.40995262213448,536.5370327734242,1339.809587118525,2348.717963860473,2990.400745780434,4535.413658724407,3186.4332483702756,2052.0873491014927,1.523097918051464,1.8987899358228808,594.2032023603482,691.3950855798109,6.945691858270108,67.80940596628717,2971.6239352597063,2264.7937795637085,1.215973235969215,1.1568502632643183,3401.242561480845,1839.3809186392768,1.830222600133713,2.6407296083814433,3173.3083408823277,1780.4119923435765,1.7597069255373305,3.420935530568464,594.2032023603482,691.3950855798109,6.945691858270108,67.80940596628717,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,efficient,F,0,voiceless,labiodental,non-sibilant,N/A,N/A,193.798828125,54.75634001347984,68.79514246460161,0.00858654284183514,0.12552325433029302,10.055284624517766,32.28273227295762,-32.395709028452224,12.071956889856278,14.469138143999,219.9823907377799,462.64869867294505,1792.5720218164404,2646.5221394441983,4260.979165202559,4563.921210815107,1847.4328703726821,2968.89545749606,1.713181104654905,1.508072100095716,478.65600397500253,462.7200228475355,7.660363923802745,97.05831410500085,1804.032238268847,2931.8681426204676,1.7586322179730776,1.6941285162546604,1890.8335024765172,3005.9227723716517,1.6677299913367325,1.3220156839367716,1766.1718990089655,2888.4277680006803,1.7861317613384053,1.8127220446663443,478.65600397500253,462.7200228475355,7.660363923802745,97.05831410500085,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,efficient,sh,0,voiceless,post-alveolar,sibilant,N/A,N/A,3380.712890625,100.55580503519934,282.16469875870587,0.057310894314096666,0.07048408488316137,27.75276606725764,13.129912019506564,7.396056353344919,6.0334044414423165,20.86689587471854,173.28176031418135,517.565775491335,1587.8358951294965,2609.2805632839777,3332.9965452423785,4663.585654687997,3520.439540158707,1333.7341267180602,1.2290030543387116,5.358612456891294,965.8040469874118,1288.6299610516608,2.1337262015237237,4.5236053971467385,3341.653240059757,1613.1669790132128,0.13046543616313303,1.9272966945652916,3699.2258402576576,1054.3012744229077,2.32754067251429,8.789928219217295,3670.980405252663,1047.4079275726897,2.0835087887643926,8.810332437271377,965.8040469874118,1288.6299610516608,2.1337262015237237,4.5236053971467385,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,flourishing,F,0,voiceless,labiodental,non-sibilant,N/A,N/A,21.533203125,98.8691202976888,247.28299468364057,0.005173535459826933,0.0702122184494479,0.42433463136846367,3.2029882108004095,3.3709781626341146,-10.553349208219862,7.012414148574817,223.2841763013958,436.39015350284006,1117.4183485101985,2888.3410986423037,3735.084267732193,4849.8893725579765,3264.9147248569816,3617.079946328443,0.9240889572468276,-0.3580831784495432,428.90187678625,558.8124300377721,12.89245376609425,190.89317420593767,2038.764302678392,3275.3397320570825,1.5694335343255617,0.9203342356991251,4491.0651470355715,3958.820160599803,0.27874438016809366,-1.6365005925982115,2656.7200815686174,3168.734929064801,1.3903335882167571,0.36917794483112853,428.90187678625,558.8124300377721,12.89245376609425,190.89317420593767,
Drouin-et-al-2016_s-bias,Drouin-et-al-2016,flourishing,sh,0,voiceless,post-alveolar,sibilant,N/A,N/A,3208.447265625,112.50114342347928,264.52134476979336,0.02763756084691944,0.044712645794699885,10.60087696726117,20.251108410267022,12.776850346099351,-6.276289454385297,11.529451423205431,162.0558682972568,493.85371865008625,1992.485369389514,2299.5440321023384,3259.1934482533165,4626.928745196561,3160.4942233723896,1432.0140301811743,1.998577371726375,6.576665741431869,825.4657208171055,1140.1594973298766,2.74483803250167,10.162989534267574,2837.1131090950394,1716.254528292855,1.0392913760154816,2.968786126695579,3483.87533764974,1147.7735320694937,2.9578633674372687,10.18454535616816,3455.0997628296423,1191.1487923569646,2.6606555052059497,9.090369196179813,825.4657208171055,1140.1594973298766,2.74483803250167,10.162989534267574,
