file,study,word,fricative,shift_percent,fricative_voicing,fricative_place,fricative_sibilance,sound_preceeding,sound_following,cue_raw_maxpf,cue_raw_dur_f,cue_raw_dur_v,cue_raw_rms_f,cue_raw_rms_v,cue_raw_F3ampF,cue_raw_F3ampV,cue_raw_F5ampF,cue_raw_F5ampV,cue_raw_lowF,cue_raw_F0,cue_raw_F1,cue_raw_F2,cue_raw_F3,cue_raw_F4,cue_raw_F5,cue_raw_M1,cue_raw_M2,cue_raw_M3,cue_raw_M4,cue_raw_M1trans,cue_raw_M2trans, cue_raw_M3trans,cue_raw_M4trans,cue_raw_W1M1,cue_raw_W1M2,cue_raw_W1M3,cue_raw_W1M4, cue_raw_W2M1,cue_raw_W2M2,cue_raw_W2M3,cue_raw_W2M4, cue_raw_W3M1,cue_raw_W3M2,cue_raw_W3M3,cue_raw_W3M4, cue_raw_W4M1,cue_raw_W4M2,cue_raw_W4M3,cue_raw_W4M4
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,tennessee,S,0,voiceless,alveolar,sibilant,AH0,IY1,7234.375,175.04554194054123,357.3931686046521,0.04119400390538688,0.07516570507092754,12.530621674787737,31.30080032476912,10.573992926635096,9.403200387891985,14.138735721272685,263.7560108655997,448.6834046718612,2139.2798793876937,2955.1798063358688,4471.784898802688,4586.771471286725,6835.588064711441,1206.8893176034635,-3.2622313273221453,13.91729588245801,3554.584936313104,3053.4215345709426,0.2350046463411485,-1.6807180029246411,6584.142674057065,1470.566549125364,-2.9294620236965234,9.75338835317441,7087.033455365817,943.2120860815629,-3.5950006309477676,18.081203411741612,7028.3118999332755,1144.184599509235,-3.5310787983436893,15.955957097765577,3554.584936313104,3053.4215345709426,0.2350046463411485,-1.6807180029246411,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,ambition,SH,0,voiceless,post-alveolar,sibilant,IH1,AH0,3859.375,168.87830748807175,146.87618410214043,0.10723339504282481,0.04131996432833927,21.80157760735646,25.175382375142124,42.27514889263869,24.309817541706376,12.683218776825909,194.72312472777156,548.7782757475195,1977.1423215631994,2815.9658435200445,3639.313181796242,4909.040324366705,4570.473343712695,1065.3745254110077,0.596424744447766,1.7934657048178522,1762.9840412399346,1802.014572271101,0.9372218523955973,-0.27530332805800395,4542.094091536638,1056.827447945455,0.25847007866349775,3.3611052861441566,4598.852595888752,1073.9216028765604,0.9343794102320344,0.22582612349154774,4479.25014433152,1120.0668753003677,0.9825675666595605,0.27728255332034024,1762.9840412399346,1802.014572271101,0.9372218523955973,-0.27530332805800395,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,beneficial,F,0,voiceless,labiodental,non-sibilant,AH0,IH1,6921.875,144.7636785976698,76.61982570806458,0.010526631512922515,0.09076942759703832,10.931111562461046,36.0641409252872,8.19497606554117,3.32401409854989,5.268618147161285,265.83168539736573,604.8346563755439,2271.918904030768,2917.1078742097216,5117.888535897916,5642.673039691729,4993.32652651129,1869.8538241433089,-0.5650834193370307,-0.22675941556210955,1075.2386679514811,1313.228889376434,2.8967816713341525,8.982153521790911,4348.682346671375,1898.4465228902604,-0.28678705703920526,-0.43230736440258966,5637.970706351205,1841.261125396357,-0.843379781634856,-0.021211466721629435,5097.863936848605,1828.313047271285,-0.6230375369729915,-0.15737136713808653,1075.2386679514811,1313.228889376434,2.8967816713341525,8.982153521790911,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,beneficial,SH,0,voiceless,post-alveolar,sibilant,IH1,AH0,4187.5,167.44411828038608,38.772044573640585,0.08868081817249719,0.061698017649845845,-7.594327497824159,26.772080821240483,30.27082855053937,17.90528434659358,12.328093285126934,192.93865583755286,650.6618164973578,1762.4315778624477,2683.36792543754,3674.6148133049383,4968.986443313071,4662.955926885414,963.0509762231593,0.9288738852973502,1.6679790417841227,1029.2795263149144,1103.9548593677735,2.7912615143179345,9.287688768485594,4439.465172807005,905.780921015625,1.1386980062628487,3.5846353536036126,4886.446680963823,1020.3210314306934,0.7190497643318515,-0.24867727003536721,4757.58765760321,1013.8710430288646,0.7351499680538858,0.44430513054652687,1029.2795263149144,1103.9548593677735,2.7912615143179345,9.287688768485594,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,brochure,SH,0,voiceless,post-alveolar,sibilant,OW0,UH1,3343.75,217.12450057280108,306.6159212538224,0.09526054070499815,0.060276570275044725,21.751106701341275,24.56193177677598,37.672643304408275,11.582429742818496,13.391050254819088,269.1477023040274,526.5687335966044,1882.0243733923653,2566.475173297816,3457.02476315979,4674.309417364221,4819.639542452927,1750.6273023923704,0.22620926696260973,-1.465875220126878,2183.894877703535,1902.626119454771,0.7955386931553796,-0.05842400115556945,4624.095091649136,1883.311461456178,0.2674169024140609,-1.3609842866790036,5015.183993256719,1617.943143328563,0.18500163151115853,-1.5707661535747526,4744.609301205562,1591.7334155143808,0.40846987821103015,-1.3276042207203564,2183.894877703535,1902.626119454771,0.7955386931553796,-0.05842400115556945,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,commercial,SH,0,voiceless,post-alveolar,sibilant,ER1,AH0,3656.25,156.02510629251043,31.010416666667595,0.08183134778278014,0.033627347692127434,19.067408381530953,18.520291133699228,40.417496305934044,13.302253960953204,11.396848878118098,188.32333829580648,635.2323985781651,1678.93731379975,2487.2755929328346,3608.4584737114933,4883.789995357988,3962.2761464129344,1245.8210692999392,1.0495309425324106,1.0743140786949044,1127.7367432102928,1100.5524148582547,2.0689054325898932,5.457586191705197,3309.53761336951,1148.4599968557036,1.5978756625688313,3.147332539688313,4615.014679456359,1343.182141744175,0.5011862224959902,-0.9987043822985044,4581.748863435926,1375.4420086702212,0.507019782297412,-0.9219141721448283,1127.7367432102928,1100.5524148582547,2.0689054325898932,5.457586191705197,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,crucial,SH,0,voiceless,post-alveolar,sibilant,UW1,AH0,2875,179.59952676418567,373.81365740740335,0.08161403618865115,0.09131113870323253,28.568419987240205,22.045193560123714,28.835330635499258,11.280487063966302,13.635682521646181,191.0553494418905,566.1470454729857,1844.4862605951441,2685.3749631828478,3640.392915031688,4582.991566014166,4166.070085887567,1511.7037939422653,0.704449062734068,-0.27531563946635396,1274.745280696742,1249.5470739796378,1.5894631844701412,2.7135586213734006,3740.6738209996197,1448.6436519871697,0.9132209200823997,0.5385380443348042,4591.466350775514,1574.763935897361,0.49567720538573623,-1.0891693232675121,4415.373988874305,1439.4464814643977,0.7432973690352008,-0.4548983696244213,1274.745280696742,1249.5470739796378,1.5894631844701412,2.7135586213734006,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,efficient,F,0,voiceless,labiodental,non-sibilant,AH0,IH1,31.25,148.0168425602031,71.84011382799582,0.014407512764077248,0.11455608920347385,7.255167492733011,19.399322176778245,--undefined--,--undefined--,14.304719208112418,260.68697606527644,657.7948326816376,2194.5773034864933,3911.8360379242617,5428.714647790707,--undefined--,4681.5303308819575,2177.2127873550435,-0.7843021745669065,0.4610831184564862,1145.6681955972451,1307.994120737912,2.5987812449435648,7.51671040762557,3632.05307776175,2416.4274047202684,-0.01961130908530586,-1.171442396731097,5731.007584002165,1937.9981699898185,-1.5489930400485072,2.0936086336440694,4715.09025973868,2229.272611662584,-0.6693232731081931,-0.438571947260582,1145.6681955972451,1307.994120737912,2.5987812449435648,7.51671040762557,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,efficient,SH,0,voiceless,post-alveolar,sibilant,IH1,AH0,4125,153.7010309278415,1.580219072160105,0.1187991969814933,0.062705347816498,19.789569003312685,12.860914177295225,33.18871105999323,19.440736359591547,14.172121491581537,190.42552705521325,562.6162925570025,1972.2766615755513,2833.6628566464383,3778.4900432254544,5100.276822974033,4787.0384078075585,1058.5168732881552,0.7200011763145957,0.7403170295473338,1238.884186061441,1330.3897399411635,1.6519674248888427,2.4114613466637014,4644.770705585912,1028.839402172292,0.8435090377501303,1.9654296012364796,4929.306110029206,1088.1943444040182,0.5964933148790612,-0.484795542141812,4705.19057091393,1107.245871374267,0.7299910803210956,-0.15129909618556603,1238.884186061441,1330.3897399411635,1.6519674248888427,2.4114613466637014,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,flourishing,F,0,voiceless,labiodental,non-sibilant,sp,L,7734.375,161.0366541353372,52.744595864659516,0.010601170115199354,0.03183411706392635,2.240092411210479,-0.2942772634548188,--undefined--,--undefined--,11.063085219137049,116.8238865358012,1072.7507217967302,3302.553955875703,4693.377178131509,5407.558741911366,--undefined--,5748.499721243519,1657.7051380181747,-0.7709894529682204,-0.18131046445435017,1307.4191945318134,2193.081640680062,1.8374471254010674,1.7029612791699664,5586.676195733258,1685.5703443778416,-0.6794189610424198,-0.2450033919811765,5910.323246753779,1629.8399316585076,-0.8625599448940211,-0.11761753692752386,5493.793676825726,2158.66598851502,-1.344712431342551,0.7017960175555125,1307.4191945318134,2193.081640680062,1.8374471254010674,1.7029612791699664,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,flourishing,SH,0,voiceless,post-alveolar,sibilant,IH0,IH0,4000,198.06130863728555,37.60262345679166,0.08719760231739457,0.05913710803019298,28.03513736461229,32.02173574583427,15.850278707479632,19.503458189101632,11.565451398854242,191.72211103029548,524.2086021231939,1996.5098985673408,2828.927202851859,3672.0362692950416,4792.716612688829,4344.6910639572725,1054.4026388714774,0.9717010585414626,1.2793233516319,1126.7824272422733,1335.3579627439472,1.9852434762389581,4.2143844427664865,3982.4187782002946,1065.014918901221,1.0268850947640003,2.4156673969022506,4706.963349714251,1043.7903588417337,0.916517022318925,0.14297930636154943,4530.815767101011,1011.7078783639738,1.0152320771323613,1.1534383965662274,1126.7824272422733,1335.3579627439472,1.9852434762389581,4.2143844427664865,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,glacier,SH,0,voiceless,post-alveolar,sibilant,EY1,ER0,3843.75,183.91423271497587,360.8137577399404,0.07249907730125493,0.05101955392473495,18.31259335483818,22.83333064750299,34.54229012424837,6.533979710519731,13.576486877230149,188.62162977927238,510.8352158375731,1888.4419515447378,2614.5709230367934,3673.487882520866,4978.596746596976,4831.800866115749,1184.2767100214878,0.4993444660314418,0.2837092798496508,1461.2874035520485,1627.0198370841788,1.3685439867296711,1.0803401365740202,4651.741930875294,1146.9445102994605,0.48060580139479103,1.4885819268973073,5011.859801356205,1221.608909743515,0.5180831306680925,-0.9211633671980057,4687.3523251880915,1255.3617280239093,0.6196726968138156,-0.3730158561023891,1461.2874035520485,1627.0198370841788,1.3685439867296711,1.0803401365740202,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,graduation,SH,0,voiceless,post-alveolar,sibilant,EY1,AH0,3765.625,165.87973022384972,105.19016858619068,0.08609209341604863,0.0441687044072052,29.30974935474318,26.30789194111091,32.78867046207017,5.7856213867749995,11.727034843825862,193.4626017887952,517.0880029460627,1935.8321802023515,2742.4435187920735,3856.307355316173,4860.367365628886,4330.567357968831,1040.5631865825649,0.6744831457602773,2.5229889597048603,1465.8270893640888,1638.8810642728392,1.3981084968393342,1.3579035023481945,4192.503720738226,1021.697979797214,0.17347482249401033,4.042092665358982,4468.630995199436,1059.428393367916,1.1754914690265443,1.0038852540507381,4182.532399152523,1085.6370939337025,1.1155171965741928,1.5854510474400154,1465.8270893640888,1638.8810642728392,1.3981084968393342,1.3579035023481945,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,impatient,SH,0,voiceless,post-alveolar,sibilant,EY1,AH0,4078.125,134.97679575890942,12.404370128514586,0.10723626895340298,0.06640924470632875,25.325329315739857,35.01263865252545,28.995468680044915,10.643239133295578,13.317549646778684,191.00524971854256,591.6408951320027,2150.8397017576494,2744.435200101127,3761.6955601919403,4935.958510433698,4576.116551202249,1025.9005399163054,0.9498428336395652,1.5785160660188258,1999.0431753474727,1736.5593119858272,0.7629720201798613,-0.1844971050437958,4569.833596650417,1044.7167172311456,0.7154532605488158,2.334191326807236,4582.3995057540815,1007.0843626014652,1.1842324067303147,0.8228408052304155,4622.457561901975,1058.8693988257003,0.8511064233510778,0.5106819679034511,1999.0431753474727,1736.5593119858272,0.7629720201798613,-0.1844971050437958,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,initial,SH,0,voiceless,post-alveolar,sibilant,IH1,AH0,3718.75,166.113256003257,31.803406084655705,0.10034888566147782,0.0569261200803654,22.386846210945215,28.553125414398167,25.80600147321202,10.378194885228796,12.854030204426442,204.053035805249,597.940637975096,1598.807711319243,2693.12343483354,3590.875867691838,4792.731042840187,4256.495695794745,1125.1674609492438,0.7874087239124149,1.2174430079862313,1073.7118032068406,1240.6585678118845,2.2915652540330296,5.488353958516262,4069.4766612936282,1074.4896144928314,0.7139673705199227,2.282686393069751,4443.514730295861,1175.8453074056565,0.8608500773049071,0.1521996229027116,4347.844376337609,1162.1712568547318,0.9659979672981638,0.4976126724797587,1073.7118032068406,1240.6585678118845,2.2915652540330296,5.488353958516262,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,machinery,SH,0,voiceless,post-alveolar,sibilant,IH0,IY1,4375,176.27785125169027,206.14305725346327,0.11138505808330426,0.06141815340885107,27.612670419235876,32.13654674423788,34.94605277523576,11.413021743288015,9.763505730780002,255.52616421660665,424.42462595035084,2545.430387685834,3184.6250375154464,3819.3921815087383,4663.640357486352,4849.195177201924,1187.0359204402498,0.32730667960634285,0.20480034947508474,2814.297028077716,1917.1685328283347,-0.04921843977981947,-0.9629949322248295,4618.217917913134,1225.8725545845762,0.27291397151415303,1.0516328137579842,5080.172436490713,1148.1992862959237,0.3816993876985326,-0.6420321148078147,4797.785808550252,1133.392404028026,0.7529557758363647,-0.26074454663293967,2814.297028077716,1917.1685328283347,-0.04921843977981947,-0.9629949322248295,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,negotiate,SH,0,voiceless,post-alveolar,sibilant,OW1,IY0,4171.875,178.3837030501516,115.37186550151546,0.11424700680031197,0.03534316722262821,26.678405891265875,13.020219813536631,33.00894359209464,10.643688514613574,11.628228671619846,208.4192524568868,389.7005851411425,2544.4065521285434,3121.0092093898616,3989.720802840709,4800.579189652643,4416.5642407735895,1197.2936417359126,1.203647985904143,0.7713824625890826,2621.1474690945256,1893.9929534567582,0.02498160922501203,-1.0044272005555288,4374.026486100835,1337.677933176347,0.9645002574793736,0.12656880373813095,4459.101995446344,1056.9093502954781,1.4427957143289123,1.4161961214400343,4352.016772538493,998.8634400517699,1.4970841092059608,2.249875190648029,2621.1474690945256,1893.9929534567582,0.02498160922501203,-1.0044272005555288,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,official,F,0,voiceless,labiodental,non-sibilant,AH0,IH1,7109.375,155.5529047976023,61.53110370302528,0.009643832126972228,0.117117160813267,5.5657239593577,30.98398819049338,--undefined--,--undefined--,13.946364161687656,263.2241231897724,1375.658774603535,2296.985767342091,4002.798825370055,5558.418181148261,--undefined--,5558.9367468604,2060.058141071695,-0.856093763291902,-0.23554946324607506,1079.531272120222,1149.498417074545,2.509547342933977,7.535079510158795,4870.658608841675,2540.466759641603,-0.5488407868256908,-1.1053575447484518,6247.214884879123,1579.6495225017866,-1.1633467397581132,0.6342586182563017,4251.605239231848,2597.1748471235537,-0.24912467121963539,-1.2999991532153063,1079.531272120222,1149.498417074545,2.509547342933977,7.535079510158795,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,official,SH,0,voiceless,post-alveolar,sibilant,IH1,AH0,3937.5,158.43591203102392,36.358743261452275,0.09816238731410543,0.045012227691269883,23.171687307174796,29.806689629837507,36.52342111041971,10.452195249247199,15.185707343994205,90.06384798877143,602.6832805837907,1693.2103821454346,2625.011857531807,3729.8240846135836,4819.338026043385,4307.205732857794,1061.332477895688,0.9662676615124922,1.9611439006146343,1274.992191134068,1255.1334611476318,1.6799850508624525,2.8012907377772542,4159.346321836966,1082.6728407644073,0.5340042165913828,2.7499470931318113,4455.065143878621,1039.992115026969,1.3985311064336017,1.1723407080974573,4372.702070926504,1069.1294478242455,1.2709768230024143,1.4073140754277782,1274.992191134068,1255.1334611476318,1.6799850508624525,2.8012907377772542,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,parachute,SH,0,voiceless,post-alveolar,sibilant,IH0,UW2,4078.125,178.28261882571894,57.80574324324306,0.06676191909564369,0.02976875738547482,19.55268788188362,21.099674817957613,35.69457180256807,8.085345945979315,4.454880724300951,186.98026270238495,376.958217393648,2226.755578756645,2730.455080140682,3648.720574240495,4673.838488375385,3938.9212336098053,953.0524396836445,1.4447770225544072,3.0482757998433403,2092.073388603735,1695.868858185718,0.466498107435361,-0.3588522382121022,3638.947462595851,1007.0245567938617,1.337546521323951,3.102458828503501,4238.89500462376,899.0803225734271,1.5520075237848634,2.9940927711831797,4158.308580942794,956.5464673340116,1.483123403035891,2.4964243596718383,2092.073388603735,1695.868858185718,0.466498107435361,-0.3588522382121022,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,pediatrician,sh,0,voiceless,post-alveolar,sibilant,T,R,2859.375,91.79764342253094,10.651091081598452,0.05146328448156602,0.07959317674583519,28.031085851777952,30.642882009299818,22.5112360353509,16.918631980373572,15.762652503770203,268.51675144633526,554.8708420514987,1816.1449043117677,2373.053216064367,3571.9353276433662,4913.296251517408,4000.3784775204376,1418.6604645000548,1.191116347166292,0.3027996645819431,870.5124299567956,910.107104823348,3.0713364476561877,13.224815356885713,4019.845119499721,1356.760688368857,1.2529651710525485,0.5063539575103309,3980.911835541154,1480.5602406312528,1.1292675232800355,0.09924537165355529,3895.031842311656,1517.4036727707082,0.9732057167134133,0.27996125076260014,870.5124299567956,910.107104823348,3.0713364476561877,13.224815356885713,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,pediatrician,SH,0,voiceless,post-alveolar,sibilant,IH1,AH0,3781.25,170.01471548508107,108.64934701491791,0.100598254999086,0.04700865100215841,21.303016882193063,26.012591174733824,33.20762323945404,15.974352064386274,13.184971715198978,183.87991430034563,581.4361161368665,1940.19858016939,3173.0425728007917,3793.1225792841565,5304.05205692465,4424.392615322351,1005.4177089455213,0.8294949774083458,0.9832370338851344,950.1330273379706,1062.116306527135,2.500874890103344,6.973222691415975,4257.528559246263,985.5794708850564,0.8341212087370129,1.8383710812271001,4591.256671398439,1025.2559470059864,0.8248687460796786,0.12810298654316865,4478.945938887989,1083.7538319115022,0.7584785260705257,0.48366363376812016,950.1330273379706,1062.116306527135,2.500874890103344,6.973222691415975,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,publisher,SH,0,voiceless,post-alveolar,sibilant,IH0,ER0,3765.625,161.25446428571877,278.2499999999857,0.08331023217781769,0.034977957170115204,18.03009900202303,28.39089030127761,32.21996560085667,2.1064173946804754,7.726100168436301,170.09597411643614,571.4252392454245,1847.3181626745152,2573.7588337942025,3557.4440084955995,4927.544864832315,4225.037673404528,983.4605546918094,1.0116110962353964,2.888347208846491,1061.677682914186,1094.616079062681,2.0362132715354173,5.188512770641816,4144.140410136604,993.1130926638923,0.6885281703094686,4.519910726792269,4305.93493667245,973.8080167197264,1.334694022161324,1.256783690900713,4226.969845307603,1018.6489151412469,1.2225400501615586,1.348905998437366,1061.677682914186,1094.616079062681,2.0362132715354173,5.188512770641816,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,reassure,SH,0,voiceless,post-alveolar,sibilant,AH0,UH1,3828.125,218.6311786673798,242.08973298675573,0.09686727527943371,0.06345837490562072,14.133271230074115,32.310356579014574,21.510685466860764,0.5214150422557013,11.770330663627309,245.26586294865885,496.8561869301774,1691.9842108176704,2467.4372726899387,3459.8373245869325,4546.456911159097,4404.03720501397,1306.8364914226718,0.5190110379476824,0.01968618165654834,1734.3374742192007,2011.8705151456577,1.4229075824860764,0.8504067257287775,3913.7891936840983,1208.7496735160366,0.6730511718044531,1.3014056619123604,4894.285216343842,1404.923309329307,0.36497090409091193,-1.2620332985992637,4728.640869590222,1412.623668360499,0.4979379384358872,-1.0740024173455078,1734.3374742192007,2011.8705151456577,1.4229075824860764,0.8504067257287775,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,refreshing,F,0,voiceless,labiodental,non-sibilant,AH0,R,31.25,155.6319802641326,20.81700870645875,0.01253360214553709,0.14106320613127019,2.902438642001414,29.659063514144663,3.924922834617068,18.134267121973238,11.356532917306856,243.87248487210493,692.0166582325705,1512.4546762456985,2185.1098279350786,3766.663255366461,4893.779586083787,4389.310037386417,2688.7973894604,-0.3991658269221227,-1.0886365059775756,1246.4749813859657,937.7506605099485,3.93347448044269,22.279820737829432,3922.648078122645,2519.470760072807,-0.02224203283384049,-1.196050847758763,4855.97199665019,2858.124018847993,-0.7760896210104049,-0.9812221641963879,5196.145519376652,2623.6295283768663,-0.9279237792504977,-0.5445891090281583,1246.4749813859657,937.7506605099485,3.93347448044269,22.279820737829432,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,refreshing,SH,0,voiceless,post-alveolar,sibilant,EH1,IH0,4046.875,169.57807432123673,39.87769970413524,0.08825961095287238,0.04738542230818342,19.252208426125772,23.40624149364958,39.188832956053055,15.490975903044028,15.56159892057818,194.47358041967135,460.07519744530396,2096.393454501268,2800.2248553434056,3668.547705876112,4774.726271455381,4226.912151436324,995.8177996466632,0.2651457535937719,3.853418906428827,1568.3720978969313,1734.6486873929018,1.030629211636116,-0.14749723854732455,3856.0658341361136,1095.5710862553797,-0.6444037662646545,4.313800376711041,4597.758468736534,896.0645130379467,1.1746952734521983,3.3930374361466136,4434.629339964955,930.3470454529721,1.1068601883601388,3.112430339952975,1568.3720978969313,1734.6486873929018,1.030629211636116,-0.14749723854732455,
Kraljic-Samuel-Brennan-2008_0,Kraljic-Samuel-Brennan-2008,vacation,SH,0,voiceless,post-alveolar,sibilant,EY1,AH0,4265.625,161.14190140844187,176.35937499998988,0.1001847397761669,0.05122018966353294,23.79801441610736,35.83855131916536,39.65029846834727,14.732326528711472,12.982483243390966,190.76651452698937,566.5342475871598,2113.7211937247303,2864.3521899461466,3922.3241111463353,5119.365754047056,4396.412450314154,966.369788873646,0.8205090259735591,2.462109019091194,1796.1052510206396,1621.43830355597,0.6487026483783184,-0.7377237326721873,4273.251674986737,1066.25303064794,0.4146729706862046,2.8539625514315405,4519.57322564157,866.486547099352,1.2263450812609136,2.070255486750847,4492.123724427644,882.8675066271561,1.2584980611417496,2.161561725943119,1796.1052510206396,1621.43830355597,0.6487026483783184,-0.7377237326721873,
Kraljic-Samuel-Brennan-2008_50,Kraljic-Samuel-Brennan-2008,arkansas,S,50,voiceless,alveolar,sibilant,N,AA2,3984.375,135.81810107308578,326.32031249999994,0.04430607126988706,0.06595820361300778,25.309207781981033,18.108537272636607,19.53376288785031,15.733477711816375,6.936656528962354,189.89109704001973,693.9816475849784,1636.1155456577815,2856.7936534351547,4592.2053368582165,6438.221449849138,5232.273929267545,1695.2503115920686,-0.26314437945986313,-0.3592771347046717,1030.3766672576692,1268.2289324640597,3.3055341491099566,11.423344012091325,5356.857806470752,1610.4866924484984,-0.18319641343409915,-0.713992282444794,5107.6900520643385,1780.013930735639,-0.34309234548562706,-0.004561986964549458,5061.392815103238,1733.0597322474487,-0.22443586728849532,-0.24082085770608108,1030.3766672576692,1268.2289324640597,3.3055341491099566,11.423344012091325,
Kraljic-Samuel-Brennan-2008_50,Kraljic-Samuel-Brennan-2008,coliseum,S,50,voiceless,alveolar,sibilant,AH0,IY1,3734.375,190.77230210369444,222.82627369668216,0.05856638607931798,0.06806695237289179,31.479845545163666,19.237759406506182,35.96394571277738,19.364992523998815,9.46225606098996,258.95252914103077,455.14509645278986,2325.1847900702305,3315.2111894772684,4522.597770865567,6193.0173313730065,5628.898797379979,1408.0838076298874,-0.5910998922423858,0.6827267061320527,2363.6035649552337,2118.3362891278007,0.6408352332847023,-0.7428687712776347,5587.152396940627,1263.2946651833456,-0.99964810513365,2.8110843817331217,5670.645197819331,1552.8729500764289,-0.18255167935112165,-1.4456309694690164,5278.3665907726845,1535.852887599822,0.15386685404994524,-1.2947732767913867,2363.6035649552337,2118.3362891278007,0.6408352332847023,-0.7428687712776347,
Kraljic-Samuel-Brennan-2008_50,Kraljic-Samuel-Brennan-2008,compensate,S,50,voiceless,alveolar,sibilant,N,EY2,3718.75,140.66372184842635,123.61082317073091,0.06223182845717928,0.09767650317527171,25.682937103940922,37.68520015938359,38.19903286678122,29.591110693102006,20.024345363429155,181.1134967786672,561.150544078018,2145.789528520903,2961.375183830765,4941.766512246108,6333.534154181067,5137.445425979914,1996.8699874184297,-0.7357962893503287,0.02695728270944464,1286.1020481358987,2042.3186760011206,1.935119656949573,2.3994087845591388,4777.631976571111,2341.752773975245,-0.7331151739900152,-0.3220210854339136,5497.258875388717,1651.9872008616144,-0.7384774047106422,0.3759356508528029,5791.219348026575,1660.0494242748555,-1.2350196951280987,1.539332044639118,1286.1020481358987,2042.3186760011206,1.935119656949573,2.3994087845591388,
Kraljic-Samuel-Brennan-2008_50,Kraljic-Samuel-Brennan-2008,democracy,S,50,voiceless,alveolar,sibilant,AH0,IY0,6328.125,191.34522077195015,312.16418973941364,0.04141164461001953,0.03584064897366304,11.972796930451654,25.81514751344234,31.29916432445256,14.63458963450891,13.340211964784315,183.87876363050378,447.9372241649016,2460.154654010354,3039.6125984840955,4489.191241607561,6189.863931189052,5296.5660873294455,1447.3512102405343,-0.566295656717734,0.9714565277000478,1119.216230887317,1655.06657510033,2.204017691492537,4.078599340678039,4665.179559523695,1568.5831232750156,-0.25516579180061466,1.0307653983951077,5927.9526151351965,1326.1192972060533,-0.8774255216348532,0.9121476570049878,5494.419072773895,1491.2283139598403,-0.534667472912537,0.0680686989165884,1119.216230887317,1655.06657510033,2.204017691492537,4.078599340678039,
Kraljic-Samuel-Brennan-2008_50,Kraljic-Samuel-Brennan-2008,dinosaur,S,50,voiceless,alveolar,sibilant,AH0,AO2,6078.125,163.33351728946434,146.87614966555174,0.03557868853310381,0.030356368936602564,18.505520398762044,18.150635683630384,20.327506375614696,6.307921633770359,10.543031395428967,192.0494285359265,512.4090470253695,1609.1794674937369,2675.482090981612,3591.4377743423406,4729.409673588617,5122.628757988967,1594.7379015042206,-0.44120956591749294,-0.09166707348182435,1836.1891928972582,2038.2424084441288,1.0920303368439097,0.11929949374614468,4989.899839276356,1780.1999590619419,-0.5758537669166373,0.36092488039311066,5255.3576767015775,1409.2758439464997,-0.3065653649183486,-0.5442590273567594,5187.497508546077,1515.7644747267166,-0.4221874034046266,-0.21745524896230561,1836.1891928972582,2038.2424084441288,1.0920303368439097,0.11929949374614468,
