workerid,proliferate.condition,exposureResp,error
386,condition=H&label=SH&respKeyExp=0&respKeyTest=1,"exposure,0,0,ASH13H.webm,88,word,1651809540214,1651809544333,4119,false,false;exposure,1,1,F11H.webm,88,word,1651809545344,1651809547485,2141,false,false;exposure,2,2,S15H.webm,88,word,1651809548491,1651809550677,2186,false,false;exposure,3,3,FN75H.webm,77,non-word,1651809551688,1651809555173,3485,false,false;exposure,4,4,F9H-CATCH.webm,66,,1651809556179,1651809558348,2169,true,true;exposure,5,5,FN29M.webm,77,non-word,1651809559355,1651809563532,4177,false,false;exposure,6,6,F27H.webm,88,word,1651809564543,1651809566636,2093,false,false;exposure,7,7,FN65H.webm,77,non-word,1651809567645,1651809570948,3303,false,false;exposure,8,8,FN53M.webm,77,non-word,1651809571959,1651809574132,2173,false,false;exposure,9,9,FN25H.webm,77,non-word,1651809575143,1651809577220,2077,false,false;exposure,10,10,S19H.webm,88,word,1651809578228,1651809580196,1968,false,false;exposure,11,11,ASH10H.webm,88,word,1651809581205,1651809589540,8335,false,false;exposure,12,12,FN51H-CATCH.webm,66,,1651809590549,1651809592476,1927,true,true;exposure,13,13,FN5H.webm,77,non-word,1651809593487,1651809595804,2317,false,false;exposure,14,14,FN1M.webm,77,non-word,1651809596815,1651809600515,3700,false,false;exposure,15,15,F33H.webm,88,word,1651809601524,1651809603972,2448,false,false;exposure,16,16,F17H.webm,88,word,1651809605005,1651809607644,2639,false,false;exposure,17,17,F19H.webm,88,word,1651809608649,1651809611140,2491,false,false;exposure,18,18,FN23H.webm,77,non-word,1651809612149,1651809614675,2526,false,false;exposure,19,19,FN95H.webm,77,non-word,1651809615685,1651809618515,2830,false,false;exposure,20,20,ASH19H.webm,88,word,1651809619521,1651809621755,2234,false,false;exposure,21,21,FN47M.webm,77,non-word,1651809622765,1651809624659,1894,false,false;exposure,22,22,F59M.webm,88,word,1651809625665,1651809628147,2482,false,false;exposure,23,23,S10H.webm,88,word,1651809629155,1651809631851,2696,false,false;exposure,24,24,FN71H.webm,77,non-word,1651809632856,1651809636219,3363,false,false;exposure,25,25,FN37M.webm,77,non-word,1651809637224,1651809639850,2626,false,false;exposure,26,26,F25M.webm,88,word,1651809640858,1651809643051,2193,false,false;exposure,27,27,F37H-CATCH.webm,66,,1651809644057,1651809645950,1893,true,true;exposure,28,28,FN7M.webm,77,non-word,1651809646957,1651809650139,3182,false,false;exposure,29,29,FN9M.webm,77,non-word,1651809651145,1651809654243,3098,false,false;exposure,30,30,ASH5H.webm,88,word,1651809655252,1651809658042,2790,false,false;exposure,31,31,FN67M-CATCH.webm,66,,1651809659052,1651809660569,1517,true,true;exposure,32,32,F41H.webm,88,word,1651809661579,1651809663650,2071,false,false;exposure,33,33,F7H.webm,88,word,1651809664655,1651809666594,1939,false,false;exposure,34,34,S11H.webm,88,word,1651809667602,1651809669834,2232,false,false;exposure,35,35,FN69H.webm,77,non-word,1651809670842,1651809673666,2824,false,false;exposure,36,36,F49H.webm,88,word,1651809674676,1651809676722,2046,false,false;exposure,37,37,FN17M.webm,77,non-word,1651809677729,1651809680410,2681,false,false;exposure,38,38,FN99M.webm,77,non-word,1651809681419,1651809684121,2702,false,false;exposure,39,39,FN61H.webm,77,non-word,1651809685132,1651809687785,2653,false,false;exposure,40,40,FN83M.webm,77,non-word,1651809688792,1651809691377,2585,false,false;exposure,41,41,ASH15H.webm,88,word,1651809692386,1651809695193,2807,false,false;exposure,42,42,FN90H.webm,77,non-word,1651809696218,1651809698817,2599,false,false;exposure,43,43,FN39M.webm,77,non-word,1651809699824,1651809702561,2737,false,false;exposure,44,44,S17H.webm,88,word,1651809703570,1651809706409,2839,false,false;exposure,45,45,F57M.webm,88,word,1651809707416,1651809710025,2609,false,false;exposure,46,46,FN46M.webm,77,non-word,1651809711031,1651809713529,2498,false,false;exposure,47,47,F21H.webm,88,word,1651809714539,1651809717193,2654,false,false;exposure,48,48,FN21H.webm,77,non-word,1651809718202,1651809720657,2455,false,false;exposure,49,49,F1M-CATCH.webm,66,,1651809721667,1651809723512,1845,true,true;exposure,50,50,F3M.webm,88,word,1651809724517,1651809727048,2531,false,false;exposure,51,51,F23M.webm,88,word,1651809728055,1651809730401,2346,false,false;exposure,52,52,FN49H.webm,77,non-word,1651809731410,1651809734040,2630,false,false;exposure,53,53,FN93H.webm,77,non-word,1651809735050,1651809737520,2470,false,false;exposure,54,54,S13H.webm,88,word,1651809738531,1651809741064,2533,false,false;exposure,55,55,FN41H.webm,77,non-word,1651809742074,1651809744344,2270,false,false;exposure,56,56,FN89M.webm,77,non-word,1651809745349,1651809748056,2707,false,false;exposure,57,57,ASH7H.webm,88,word,1651809749065,1651809751672,2607,false,false;exposure,58,58,F39M-CATCH.webm,66,,1651809752677,1651809754424,1747,true,true;exposure,59,59,FN35H.webm,77,non-word,1651809755433,1651809757912,2479,false,false;exposure,60,60,F50M.webm,88,word,1651809758919,1651809761735,2816,false,false;exposure,61,61,FN63M.webm,77,non-word,1651809762745,1651809765127,2382,false,false;exposure,62,62,S5H.webm,88,word,1651809766136,1651809768704,2568,false,false;exposure,63,63,FN55M.webm,77,non-word,1651809769715,1651809772167,2452,false,false;exposure,64,64,ASH17H.webm,88,word,1651809773176,1651809775711,2535,false,false;exposure,65,65,FN66H.webm,77,non-word,1651809776721,1651809779063,2342,false,false;exposure,66,66,FN87M-CATCH.webm,66,,1651809780072,1651809781976,1904,true,true;exposure,67,67,F53H.webm,88,word,1651809782986,1651809785639,2653,false,false;exposure,68,68,F47H.webm,88,word,1651809786649,1651809788982,2333,false,false;exposure,69,69,FN77H.webm,77,non-word,1651809789987,1651809792519,2532,false,false;exposure,70,70,ASH3H.webm,88,word,1651809793528,1651809796071,2543,false,false;exposure,71,71,S3H.webm,88,word,1651809797080,1651809799367,2287,false,false;exposure,72,72,FN57H.webm,77,non-word,1651809800372,1651809803455,3083,false,false;exposure,73,73,F31H-CATCH.webm,66,,1651809804463,1651809806519,2056,true,true;exposure,74,74,F43M.webm,88,word,1651809807526,1651809810550,3024,false,false;exposure,75,75,FN24M.webm,77,non-word,1651809811555,1651809814174,2619,false,false;exposure,76,76,FN81H.webm,77,non-word,1651809815182,1651809817630,2448,false,false;exposure,77,77,F45M.webm,88,word,1651809818638,1651809821614,2976,false,false;exposure,78,78,FN85H.webm,77,non-word,1651809822625,1651809824998,2373,false,false;exposure,79,79,FN13H.webm,77,non-word,1651809826008,1651809828109,2101,false,false;exposure,80,80,F35M.webm,88,word,1651809829118,1651809831741,2623,false,false;exposure,81,81,S7H.webm,88,word,1651809832751,1651809835038,2287,false,false;exposure,82,82,FN79H-CATCH.webm,66,,1651809836048,1651809838094,2046,true,true;exposure,83,83,F15H.webm,88,word,1651809839105,1651809843246,4141,false,false;exposure,84,84,ASH1H.webm,88,word,1651809844252,1651809846838,2586,false,false;exposure,85,85,FN11M.webm,77,non-word,1651809847848,1651809850350,2502,false,false;exposure,86,86,F55M.webm,88,word,1651809851356,1651809853918,2562,false,false;exposure,87,87,FN33H.webm,77,non-word,1651809854927,1651809857037,2110,false,false;exposure,88,88,FN19H.webm,77,non-word,1651809858068,1651809860629,2561,false,false;exposure,89,89,FN73M.webm,77,non-word,1651809861634,1651809864213,2579,false,false;exposure,90,90,F28M.webm,88,word,1651809865218,1651809868645,3427,false,false;exposure,91,91,FN27M.webm,77,non-word,1651809869650,1651809872141,2491,false,false;exposure,92,92,FN45M.webm,77,non-word,1651809873150,1651809875477,2327,false,false;exposure,93,93,FN43M.webm,77,non-word,1651809876483,1651809878733,2250,false,false;exposure,94,94,F5M.webm,88,word,1651809879742,1651809882221,2479,false,false;exposure,95,95,FN48M.webm,77,non-word,1651809883231,1651809885740,2509,false,false;exposure,96,96,FN3M-CATCH.webm,66,,1651809886746,1651809888373,1627,true,true;exposure,97,97,ASH11H.webm,88,word,1651809889381,1651809891788,2407,false,false;exposure,98,98,F13M.webm,88,word,1651809892796,1651809894989,2193,false,false;exposure,99,99,S1H.webm,88,word,1651809895996,1651809901980,5984,false,false;",
461,condition=H&label=SH&respKeyExp=0&respKeyTest=1,"exposure,0,0,FN55M.webm,77,non-word,1651858584645,1651858589111,4466,false,false;exposure,1,1,FN37M.webm,77,non-word,1651858590117,1651858594832,4715,false,false;exposure,2,2,F53H.webm,88,word,1651858595839,1651858599043,3204,false,false;exposure,3,3,FN9M.webm,77,non-word,1651858600057,1651858603515,3458,false,false;exposure,4,4,FN69H.webm,77,non-word,1651858604522,1651858607790,3268,false,false;exposure,5,5,ASH3H.webm,88,word,1651858608799,1651858612689,3890,false,false;exposure,6,6,S15H.webm,88,word,1651858613700,1651858616738,3038,false,false;exposure,7,7,FN41H.webm,77,non-word,1651858617741,1651858621561,3820,false,false;exposure,8,8,F19H.webm,88,word,1651858622571,1651858626070,3499,false,false;exposure,9,9,F39M-CATCH.webm,66,,1651858627085,1651858630184,3099,true,true;exposure,10,10,F43M.webm,88,word,1651858631189,1651858635317,4128,false,false;exposure,11,11,FN73M.webm,77,non-word,1651858636325,1651858640367,4042,false,false;exposure,12,12,FN79H-CATCH.webm,66,,1651858641378,1651858644110,2732,true,true;exposure,13,13,FN63M.webm,77,non-word,1651858645113,1651858649049,3936,false,false;exposure,14,14,FN25H.webm,77,non-word,1651858650066,1651858653831,3765,false,false;exposure,15,15,S3H.webm,88,word,1651858654837,1651858658038,3201,false,false;exposure,16,16,F3M.webm,88,word,1651858659055,1651858662026,2971,false,false;exposure,17,17,F17H.webm,88,word,1651858663042,1651858665921,2879,false,false;exposure,18,18,ASH5H.webm,88,word,1651858666939,1651858670430,3491,false,false;exposure,19,19,FN90H.webm,77,non-word,1651858671437,1651858674838,3401,false,false;exposure,20,20,F35M.webm,88,word,1651858675842,1651858678510,2668,false,false;exposure,21,21,FN87M-CATCH.webm,66,,1651858679518,1651858682467,2949,true,true;exposure,22,22,F5M.webm,88,word,1651858683482,1651858686343,2861,false,false;exposure,23,23,FN71H.webm,77,non-word,1651858687356,1651858691107,3751,false,false;exposure,24,24,F59M.webm,88,word,1651858692112,1651858694987,2875,false,false;exposure,25,25,FN27M.webm,77,non-word,1651858695989,1651858699611,3622,false,false;exposure,26,26,ASH7H.webm,88,word,1651858700624,1651858704016,3392,false,false;exposure,27,27,S19H.webm,88,word,1651858705028,1651858708108,3080,false,false;exposure,28,28,FN29M.webm,77,non-word,1651858709123,1651858712257,3134,false,false;exposure,29,29,FN19H.webm,77,non-word,1651858713265,1651858716251,2986,false,false;exposure,30,30,F25M.webm,88,word,1651858717266,1651858719929,2663,false,false;exposure,31,31,S1H.webm,88,word,1651858720941,1651858724409,3468,false,false;exposure,32,32,FN24M.webm,77,non-word,1651858725422,1651858728414,2992,false,false;exposure,33,33,F50M.webm,88,word,1651858729422,1651858732087,2665,false,false;exposure,34,34,F1M-CATCH.webm,66,,1651858733089,1651858735777,2688,true,true;exposure,35,35,FN99M.webm,77,non-word,1651858736782,1651858740719,3937,false,false;exposure,36,36,ASH1H.webm,88,word,1651858741731,1651858745026,3295,false,false;exposure,37,37,FN85H.webm,77,non-word,1651858746040,1651858748779,2739,false,false;exposure,38,38,FN65H.webm,77,non-word,1651858749792,1651858753036,3244,false,false;exposure,39,39,FN43M.webm,88,word,1651858754051,1651858758566,4515,false,false;exposure,40,40,S11H.webm,88,word,1651858759574,1651858762728,3154,false,false;exposure,41,41,ASH15H.webm,88,word,1651858763741,1651858766740,2999,false,false;exposure,42,42,FN11M.webm,88,word,1651858767755,1651858770794,3039,false,false;exposure,43,43,FN81H.webm,88,word,1651858771805,1651858775088,3283,false,false;exposure,44,44,FN45M.webm,77,non-word,1651858776090,1651858779306,3216,false,false;exposure,45,45,F11H.webm,88,word,1651858780322,1651858783245,2923,false,false;exposure,46,46,FN21H.webm,77,non-word,1651858784259,1651858786900,2641,false,false;exposure,47,47,F7H.webm,88,word,1651858787903,1651858790259,2356,false,false;exposure,48,48,FN83M.webm,77,non-word,1651858791274,1651858794489,3215,false,false;exposure,49,49,F37H-CATCH.webm,66,,1651858795504,1651858797832,2328,true,true;exposure,50,50,ASH19H.webm,88,word,1651858798849,1651858801327,2478,false,false;exposure,51,51,F27H.webm,88,word,1651858802343,1651858804789,2446,false,false;exposure,52,52,FN51H-CATCH.webm,66,,1651858805797,1651858807795,1998,true,true;exposure,53,53,FN47M.webm,77,non-word,1651858808811,1651858811687,2876,false,false;exposure,54,54,F33H.webm,88,word,1651858812697,1651858815251,2554,false,false;exposure,55,55,S7H.webm,88,word,1651858816258,1651858819214,2956,false,false;exposure,56,56,FN17M.webm,77,non-word,1651858820230,1651858823530,3300,false,false;exposure,57,57,F23M.webm,88,word,1651858824541,1651858827413,2872,false,false;exposure,58,58,FN1M.webm,77,non-word,1651858828422,1651858831238,2816,false,false;exposure,59,59,FN48M.webm,77,non-word,1651858832245,1651858836441,4196,false,false;exposure,60,60,FN77H.webm,77,non-word,1651858837443,1651858840061,2618,false,false;exposure,61,61,F55M.webm,88,word,1651858841072,1651858843733,2661,false,false;exposure,62,62,FN57H.webm,77,non-word,1651858844746,1651858848155,3409,false,false;exposure,63,63,S10H.webm,88,word,1651858849171,1651858852630,3459,false,false;exposure,64,64,ASH10H.webm,88,word,1651858853636,1651858856444,2808,false,false;exposure,65,65,FN67M-CATCH.webm,66,,1651858857459,1651858859460,2001,true,true;exposure,66,66,FN61H.webm,77,non-word,1651858860474,1651858864186,3712,false,false;exposure,67,67,F41H.webm,88,word,1651858865210,1651858867623,2413,false,false;exposure,68,68,F47H.webm,88,word,1651858868639,1651858871239,2600,false,false;exposure,69,69,FN95H.webm,77,non-word,1651858872255,1651858875179,2924,false,false;exposure,70,70,FN13H.webm,77,non-word,1651858876187,1651858878822,2635,false,false;exposure,71,71,F31H-CATCH.webm,66,,1651858879830,1651858881719,1889,true,true;exposure,72,72,FN89M.webm,77,non-word,1651858882736,1651858885333,2597,false,false;exposure,73,73,ASH13H.webm,88,word,1651858886344,1651858888961,2617,false,false;exposure,74,74,F57M.webm,88,word,1651858889964,1651858892630,2666,false,false;exposure,75,75,FN5H.webm,77,non-word,1651858893641,1651858896952,3311,false,false;exposure,76,76,FN46M.webm,77,non-word,1651858897967,1651858900724,2757,false,false;exposure,77,77,F45M.webm,88,word,1651858901732,1651858904593,2861,false,false;exposure,78,78,S17H.webm,88,word,1651858905601,1651858908593,2992,false,false;exposure,79,79,FN33H.webm,77,non-word,1651858909597,1651858912916,3319,false,false;exposure,80,80,FN39M.webm,77,non-word,1651858913923,1651858916932,3009,false,false;exposure,81,81,FN93H.webm,77,non-word,1651858917940,1651858920354,2414,false,false;exposure,82,82,F21H.webm,88,word,1651858921364,1651858924433,3069,false,false;exposure,83,83,F28M.webm,88,word,1651858925441,1651858928117,2676,false,false;exposure,84,84,ASH11H.webm,88,word,1651858929122,1651858931840,2718,false,false;exposure,85,85,S5H.webm,88,word,1651858932856,1651858935696,2840,false,false;exposure,86,86,FN75H.webm,77,non-word,1651858936709,1651858940812,4103,false,false;exposure,87,87,F49H.webm,88,word,1651858941818,1651858944685,2867,false,false;exposure,88,88,FN3M-CATCH.webm,66,,1651858945694,1651858947938,2244,true,true;exposure,89,89,FN23H.webm,77,non-word,1651858948951,1651858952343,3392,false,false;exposure,90,90,S13H.webm,88,word,1651858953360,1651858956303,2943,false,false;exposure,91,91,F13M.webm,88,word,1651858957313,1651858960055,2742,false,false;exposure,92,92,FN35H.webm,77,non-word,1651858961063,1651858963547,2484,false,false;exposure,93,93,F9H-CATCH.webm,66,,1651858964550,1651858966828,2278,true,true;exposure,94,94,F15H.webm,88,word,1651858967841,1651858970587,2746,false,false;exposure,95,95,FN66H.webm,77,non-word,1651858971603,1651858974277,2674,false,false;exposure,96,96,FN53M.webm,77,non-word,1651858975279,1651858978338,3059,false,false;exposure,97,97,FN49H.webm,77,non-word,1651858979342,1651858984141,4799,false,false;exposure,98,98,FN7M.webm,77,non-word,1651858985158,1651858987965,2807,false,false;exposure,99,99,ASH17H.webm,88,word,1651858988976,1651858991613,2637,false,false;",
282,condition=H&label=SH&respKeyExp=0&respKeyTest=1,"exposure,0,0,FN9M.webm,77,non-word,1651794057738,1651794061368,3630,false,false;exposure,1,1,F1M-CATCH.webm,66,,1651794062380,1651794064551,2171,true,true;exposure,2,2,S17H.webm,88,word,1651794065569,1651794068722,3153,false,false;exposure,3,3,FN53M.webm,77,non-word,1651794069735,1651794072534,2799,false,false;exposure,4,4,F50M.webm,88,word,1651794073542,1651794076004,2462,false,false;exposure,5,5,FN33H.webm,77,non-word,1651794077018,1651794079668,2650,false,false;exposure,6,6,FN25H.webm,77,non-word,1651794080679,1651794082674,1995,false,false;exposure,7,7,FN46M.webm,77,non-word,1651794083679,1651794086235,2556,false,false;exposure,8,8,ASH15H.webm,88,word,1651794087249,1651794089461,2212,false,false;exposure,9,9,F15H.webm,77,non-word,1651794090479,1651794092989,2510,false,false;exposure,10,10,FN61H.webm,77,non-word,1651794094008,1651794096562,2554,false,false;exposure,11,11,FN87M-CATCH.webm,66,,1651794097567,1651794099949,2382,true,true;exposure,12,12,FN57H.webm,77,non-word,1651794100959,1651794103397,2438,false,false;exposure,13,13,ASH13H.webm,88,word,1651794104408,1651794106988,2580,false,false;exposure,14,14,F27H.webm,88,word,1651794108008,1651794110373,2365,false,false;exposure,15,15,FN35H.webm,77,non-word,1651794111378,1651794113752,2374,false,false;exposure,16,16,S10H.webm,88,word,1651794114758,1651794117024,2266,false,false;exposure,17,17,FN69H.webm,77,non-word,1651794118037,1651794120498,2461,false,false;exposure,18,18,F57M.webm,88,word,1651794121508,1651794123710,2202,false,false;exposure,19,19,F35M.webm,77,non-word,1651794124718,1651794127236,2518,false,false;exposure,20,20,FN29M.webm,77,non-word,1651794128248,1651794130703,2455,false,false;exposure,21,21,F13M.webm,77,non-word,1651794131708,1651794134072,2364,false,false;exposure,22,22,ASH7H.webm,77,non-word,1651794135088,1651794137948,2860,false,false;exposure,23,23,FN5H.webm,77,non-word,1651794138958,1651794141298,2340,false,false;exposure,24,24,F17H.webm,88,word,1651794142309,1651794144823,2514,false,false;exposure,25,25,FN71H.webm,77,non-word,1651794145830,1651794148864,3034,false,false;exposure,26,26,S5H.webm,88,word,1651794149868,1651794152469,2601,false,false;exposure,27,27,FN51H-CATCH.webm,66,,1651794153489,1651794155748,2259,true,true;exposure,28,28,F41H.webm,88,word,1651794156768,1651794159021,2253,false,false;exposure,29,29,FN1M.webm,77,non-word,1651794160039,1651794162684,2645,false,false;exposure,30,30,F28M.webm,88,word,1651794163698,1651794166228,2530,false,false;exposure,31,31,FN93H.webm,77,non-word,1651794167249,1651794169543,2294,false,false;exposure,32,32,F55M.webm,88,word,1651794170549,1651794172823,2274,false,false;exposure,33,33,FN65H.webm,77,non-word,1651794173839,1651794176376,2537,false,false;exposure,34,34,FN27M.webm,77,non-word,1651794177389,1651794180097,2708,false,false;exposure,35,35,FN81H.webm,77,non-word,1651794181119,1651794183894,2775,false,false;exposure,36,36,FN79H-CATCH.webm,66,,1651794184900,1651794187239,2339,true,true;exposure,37,37,F33H.webm,88,word,1651794188259,1651794190627,2368,false,false;exposure,38,38,ASH10H.webm,88,word,1651794191649,1651794194162,2513,false,false;exposure,39,39,S3H.webm,88,word,1651794195179,1651794197509,2330,false,false;exposure,40,40,S19H.webm,88,word,1651794198529,1651794200778,2249,false,false;exposure,41,41,FN41H.webm,77,non-word,1651794201799,1651794204229,2430,false,false;exposure,42,42,F59M.webm,88,word,1651794205238,1651794207635,2397,false,false;exposure,43,43,ASH11H.webm,88,word,1651794208649,1651794211022,2373,false,false;exposure,44,44,F11H.webm,88,word,1651794212027,1651794214538,2511,false,false;exposure,45,45,FN63M.webm,77,non-word,1651794215549,1651794217902,2353,false,false;exposure,46,46,FN3M-CATCH.webm,66,,1651794218909,1651794220939,2030,true,true;exposure,47,47,FN77H.webm,77,non-word,1651794221958,1651794224409,2451,false,false;exposure,48,48,FN83M.webm,77,non-word,1651794225429,1651794227908,2479,false,false;exposure,49,49,F25M.webm,88,word,1651794228918,1651794231319,2401,false,false;exposure,50,50,FN67M-CATCH.webm,66,,1651794232329,1651794234799,2470,true,true;exposure,51,51,F3M.webm,88,word,1651794235804,1651794238041,2237,false,false;exposure,52,52,F7H.webm,88,word,1651794239054,1651794241079,2025,false,false;exposure,53,53,F19H.webm,88,word,1651794242088,1651794244352,2264,false,false;exposure,54,54,FN37M.webm,77,non-word,1651794245369,1651794247722,2353,false,false;exposure,55,55,FN45M.webm,77,non-word,1651794248729,1651794251099,2370,false,false;exposure,56,56,ASH17H.webm,88,word,1651794252119,1651794254688,2569,false,false;exposure,57,57,FN48M.webm,77,non-word,1651794255701,1651794258082,2381,false,false;exposure,58,58,FN39M.webm,77,non-word,1651794259089,1651794261798,2709,false,false;exposure,59,59,S11H.webm,88,word,1651794262809,1651794265115,2306,false,false;exposure,60,60,FN43M.webm,77,non-word,1651794266139,1651794268684,2545,false,false;exposure,61,61,FN47M.webm,77,non-word,1651794269699,1651794271991,2292,false,false;exposure,62,62,FN90H.webm,77,non-word,1651794273008,1651794275851,2843,false,false;exposure,63,63,S7H.webm,88,word,1651794276868,1651794279228,2360,false,false;exposure,64,64,FN85H.webm,77,non-word,1651794280249,1651794282677,2428,false,false;exposure,65,65,F23M.webm,88,word,1651794283679,1651794286138,2459,false,false;exposure,66,66,F9H-CATCH.webm,66,,1651794287149,1651794289604,2455,true,true;exposure,67,67,F53H.webm,88,word,1651794290608,1651794293198,2590,false,false;exposure,68,68,ASH3H.webm,88,word,1651794294208,1651794296533,2325,false,false;exposure,69,69,FN99M.webm,77,non-word,1651794297549,1651794300088,2539,false,false;exposure,70,70,F47H.webm,88,word,1651794301110,1651794303451,2341,false,false;exposure,71,71,FN89M.webm,77,non-word,1651794304468,1651794307047,2579,false,false;exposure,72,72,F21H.webm,88,word,1651794308058,1651794310562,2504,false,false;exposure,73,73,FN73M.webm,77,non-word,1651794311578,1651794314092,2514,false,false;exposure,74,74,FN17M.webm,77,non-word,1651794315108,1651794317468,2360,false,false;exposure,75,75,ASH1H.webm,88,word,1651794318478,1651794320924,2446,false,false;exposure,76,76,F37H-CATCH.webm,66,,1651794321928,1651794324173,2245,true,true;exposure,77,77,S1H.webm,88,word,1651794325179,1651794331743,6564,false,false;exposure,78,78,FN11M.webm,77,non-word,1651794332753,1651794334986,2233,false,false;exposure,79,79,FN66H.webm,77,non-word,1651794336009,1651794338920,2911,false,false;exposure,80,80,F49H.webm,88,word,1651794339933,1651794342421,2488,false,false;exposure,81,81,F31H-CATCH.webm,66,,1651794343436,1651794345947,2511,true,true;exposure,82,82,FN23H.webm,77,non-word,1651794346958,1651794349234,2276,false,false;exposure,83,83,F5M.webm,88,word,1651794350238,1651794352557,2319,false,false;exposure,84,84,FN19H.webm,77,non-word,1651794353568,1651794358656,5088,false,false;exposure,85,85,FN49H.webm,77,non-word,1651794359667,1651794362269,2602,false,false;exposure,86,86,ASH19H.webm,88,word,1651794363278,1651794365733,2455,false,false;exposure,87,87,S13H.webm,88,word,1651794366748,1651794369216,2468,false,false;exposure,88,88,FN7M.webm,77,non-word,1651794370238,1651794372291,2053,false,false;exposure,89,89,FN95H.webm,77,non-word,1651794373298,1651794375656,2358,false,false;exposure,90,90,FN75H.webm,77,non-word,1651794376668,1651794378885,2217,false,false;exposure,91,91,F39M-CATCH.webm,66,,1651794379889,1651794382141,2252,true,true;exposure,92,92,FN24M.webm,77,non-word,1651794383148,1651794385545,2397,false,false;exposure,93,93,FN21H.webm,77,non-word,1651794386548,1651794388866,2318,false,false;exposure,94,94,F43M.webm,88,word,1651794389878,1651794392185,2307,false,false;exposure,95,95,FN55M.webm,77,non-word,1651794393199,1651794395505,2306,false,false;exposure,96,96,ASH5H.webm,88,word,1651794396528,1651794398851,2323,false,false;exposure,97,97,S15H.webm,88,word,1651794399868,1651794403676,3808,false,false;exposure,98,98,F45M.webm,88,word,1651794404698,1651794407387,2689,false,false;exposure,99,99,FN13H.webm,77,non-word,1651794408408,1651794410966,2558,false,false;",
